,gps_height,closeness_to_waterbody,population,permit,payment_type,quality_group,quantity_group,source_type,waterpoint_type_group,construction_age
54269,1119,Far,30,TRUE,per bucket,good,enough,spring,communal standpipe,14
54271,1215,Far,327,TRUE,never pay,good,enough,spring,communal standpipe,40
54272,1067,Far,1,TRUE,never pay,good,enough,spring,communal standpipe,39
54275,340,Far,150,TRUE,never pay,good,enough,borehole,communal standpipe,9
54276,1041,Far,1,TRUE,annually,good,enough,spring,communal standpipe,24
54279,337,Far,186,TRUE,never pay,good,enough,shallow well,hand pump,4
54285,1868,Far,125,TRUE,monthly,good,enough,spring,communal standpipe,4
54286,1916,Far,80,TRUE,never pay,good,enough,spring,communal standpipe,36
54287,997,Far,120,FALSE,monthly,good,insufficient,spring,communal standpipe,19
54288,1246,Near,380,TRUE,monthly,good,enough,river/lake,communal standpipe,10
54292,1878,Far,500,TRUE,never pay,good,enough,river/lake,communal standpipe,39
54293,352,Far,200,TRUE,monthly,good,enough,river/lake,communal standpipe,29
54296,1580,Far,45,TRUE,per bucket,good,dry,spring,communal standpipe,6
54299,2088,Far,76,FALSE,on failure,good,enough,spring,communal standpipe,3
54301,1426,Far,1,TRUE,never pay,good,enough,spring,communal standpipe,41
54302,1643,Near,210,TRUE,per bucket,good,enough,spring,communal standpipe,1
54306,575,Far,1,TRUE,never pay,good,enough,river/lake,communal standpipe,39
54307,982,Far,150,TRUE,per bucket,good,insufficient,spring,communal standpipe,33
54308,1190,Near,241,TRUE,per bucket,good,enough,borehole,communal standpipe,8
54309,248,Near,350,FALSE,never pay,good,enough,shallow well,hand pump,3
54310,1432,Far,1,TRUE,monthly,good,enough,spring,communal standpipe,1
54312,1149,Far,750,FALSE,never pay,good,insufficient,shallow well,hand pump,14
54316,115,Near,1,FALSE,never pay,good,insufficient,river/lake,communal standpipe,9
54317,1663,Far,205,TRUE,never pay,good,enough,borehole,hand pump,7
54319,1341,Far,230,TRUE,never pay,good,enough,spring,communal standpipe,31
54322,1290,Near,1,TRUE,monthly,good,enough,spring,communal standpipe,44
54323,1425,Near,329,TRUE,on failure,good,enough,shallow well,hand pump,27
54327,2169,Far,100,TRUE,annually,good,insufficient,spring,communal standpipe,15
54328,304,Far,132,TRUE,monthly,good,enough,river/lake,communal standpipe,18
54329,1193,Far,300,FALSE,never pay,good,enough,river/lake,communal standpipe,35
54332,247,Far,100,TRUE,monthly,good,insufficient,shallow well,hand pump,16
54340,1066,Far,0,TRUE,annually,good,enough,spring,communal standpipe,23
54341,864,Far,200,FALSE,on failure,good,insufficient,shallow well,hand pump,16
54343,327,Far,255,TRUE,monthly,good,enough,river/lake,communal standpipe,18
54344,786,Far,1,TRUE,monthly,salty,insufficient,shallow well,hand pump,17
54345,535,Far,410,TRUE,annually,good,enough,river/lake,communal standpipe,25
54346,1799,Far,359,TRUE,never pay,good,seasonal,river/lake,communal standpipe,30
54348,-22,Near,40,FALSE,per bucket,good,enough,shallow well,hand pump,4
54351,2008,Far,30,TRUE,on failure,good,enough,spring,communal standpipe,3
54355,854,Far,320,TRUE,never pay,good,insufficient,borehole,communal standpipe,3
54358,1355,Far,1,FALSE,never pay,good,dry,spring,communal standpipe,29
54360,1485,Far,50,FALSE,never pay,good,enough,borehole,hand pump,27
54362,1859,Far,400,TRUE,never pay,good,enough,borehole,hand pump,4
54363,1765,Far,30,TRUE,on failure,good,enough,river/lake,communal standpipe,41
54367,709,Far,120,TRUE,monthly,good,enough,spring,communal standpipe,4
54371,1253,Near,100,TRUE,never pay,good,insufficient,shallow well,hand pump,26
54372,5,Near,80,FALSE,per bucket,good,enough,borehole,communal standpipe,13
54375,0,Near,1,TRUE,monthly,good,insufficient,spring,communal standpipe,42
54376,329,Far,1,TRUE,never pay,salty,insufficient,borehole,communal standpipe,44
54382,247,Near,450,TRUE,never pay,good,dry,borehole,communal standpipe,31
54383,0,Near,310,TRUE,never pay,good,dry,shallow well,hand pump,5
54385,1297,Near,250,FALSE,annually,good,enough,spring,communal standpipe,23
54386,968,Far,200,TRUE,per bucket,good,insufficient,spring,communal standpipe,33
54389,448,Far,96,TRUE,monthly,good,enough,spring,communal standpipe,21
54392,1221,Near,420,TRUE,monthly,good,enough,river/lake,communal standpipe,14
54393,1095,Far,150,TRUE,never pay,good,enough,spring,communal standpipe,39
54394,2614,Far,280,TRUE,never pay,good,enough,river/lake,communal standpipe,10
54397,529,Near,500,FALSE,per bucket,good,insufficient,spring,communal standpipe,23
54399,317,Near,130,TRUE,per bucket,good,enough,borehole,communal standpipe,15
54400,1689,Far,40,TRUE,per bucket,good,enough,spring,communal standpipe,14
54404,0,Near,2500,FALSE,never pay,salty,insufficient,shallow well,hand pump,4
54405,133,Far,250,TRUE,monthly,salty,insufficient,borehole,communal standpipe,5
54406,358,Far,70,TRUE,per bucket,good,insufficient,river/lake,communal standpipe,15
54409,1676,Near,1,TRUE,monthly,good,enough,spring,communal standpipe,11
54410,1822,Far,75,TRUE,monthly,good,enough,spring,communal standpipe,4
54412,919,Far,1,TRUE,annually,good,enough,spring,communal standpipe,12
54419,540,Far,120,TRUE,never pay,good,enough,river/lake,communal standpipe,46
54420,353,Near,250,FALSE,never pay,salty,dry,shallow well,hand pump,9
54423,1529,Far,150,TRUE,monthly,good,insufficient,spring,communal standpipe,18
54429,462,Far,100,TRUE,per bucket,good,enough,shallow well,hand pump,9
54432,1163,Far,1500,FALSE,monthly,good,enough,shallow well,hand pump,15
54437,43,Near,300,FALSE,never pay,good,enough,shallow well,hand pump,13
54438,1602,Far,150,TRUE,never pay,good,enough,river/lake,communal standpipe,5
54441,2003,Far,40,TRUE,on failure,good,insufficient,spring,communal standpipe,3
54442,2059,Far,20,TRUE,never pay,good,dry,spring,communal standpipe,7
54447,1801,Far,150,TRUE,monthly,good,enough,spring,communal standpipe,4
54451,772,Far,1,FALSE,annually,good,enough,borehole,hand pump,21
54452,485,Far,50,TRUE,never pay,good,enough,spring,communal standpipe,0
54453,707,Far,543,TRUE,never pay,good,enough,borehole,communal standpipe,3
54455,1507,Far,100,TRUE,never pay,good,insufficient,spring,communal standpipe,11
54459,1028,Far,100,TRUE,per bucket,good,insufficient,spring,communal standpipe,13
54460,689,Far,400,TRUE,per bucket,good,enough,borehole,communal standpipe,5
54464,1347,Far,250,FALSE,never pay,good,enough,river/lake,communal standpipe,35
54465,1458,Far,90,TRUE,monthly,good,dry,spring,communal standpipe,20
54467,1768,Far,50,FALSE,never pay,good,enough,spring,communal standpipe,12
54468,1421,Far,1,TRUE,monthly,good,enough,spring,communal standpipe,4
54470,1778,Far,150,TRUE,never pay,good,insufficient,spring,communal standpipe,23
54471,1475,Far,96,TRUE,annually,other,insufficient,spring,communal standpipe,6
54476,84,Near,1,FALSE,never pay,salty,enough,borehole,hand pump,5
54478,225,Near,270,TRUE,per bucket,good,enough,borehole,communal standpipe,3
54479,968,Far,0,TRUE,monthly,good,insufficient,river/lake,communal standpipe,36
54483,407,Near,1,TRUE,never pay,good,dry,spring,communal standpipe,34
54484,1941,Far,60,TRUE,annually,good,enough,river/lake,communal standpipe,10
54486,1110,Far,1,TRUE,monthly,good,enough,spring,communal standpipe,10
54487,683,Far,480,FALSE,monthly,good,insufficient,shallow well,hand pump,6
54488,325,Near,60,FALSE,monthly,good,insufficient,river/lake,communal standpipe,3
54489,976,Far,300,TRUE,annually,good,dry,spring,communal standpipe,29
54492,299,Far,230,TRUE,monthly,good,enough,shallow well,hand pump,29
54494,886,Far,550,TRUE,on failure,good,seasonal,river/lake,communal standpipe,30
54495,240,Near,420,TRUE,per bucket,good,enough,borehole,communal standpipe,2
54496,814,Far,240,TRUE,monthly,good,enough,river/lake,communal standpipe,31
54499,1852,Far,130,TRUE,monthly,good,enough,spring,communal standpipe,4
54501,1079,Far,400,TRUE,per bucket,good,enough,spring,communal standpipe,7
54502,466,Far,1,TRUE,never pay,good,enough,borehole,communal standpipe,36
54506,2025,Far,15,TRUE,annually,good,enough,spring,communal standpipe,7
54507,969,Near,566,TRUE,monthly,good,enough,river/lake,communal standpipe,5
54510,1327,Near,150,FALSE,on failure,good,enough,river/lake,communal standpipe,10
54514,1680,Far,80,FALSE,monthly,good,enough,spring,communal standpipe,6
54515,1627,Far,65,FALSE,annually,good,enough,spring,communal standpipe,5
54516,509,Near,400,FALSE,never pay,good,enough,spring,communal standpipe,23
54517,1795,Far,600,TRUE,per bucket,good,dry,river/lake,communal standpipe,18
54518,1290,Near,500,FALSE,annually,good,insufficient,river/lake,communal standpipe,20
54519,380,Far,1,TRUE,per bucket,good,insufficient,river/lake,communal standpipe,39
54521,287,Far,270,TRUE,monthly,good,enough,shallow well,hand pump,10
54523,-26,Near,3000,FALSE,never pay,salty,enough,borehole,communal standpipe,6
54524,972,Far,0,TRUE,never pay,good,dry,river/lake,communal standpipe,4
54529,1024,Near,100,TRUE,monthly,good,enough,river/lake,communal standpipe,7
54530,2055,Far,30,TRUE,annually,good,enough,spring,communal standpipe,6
54531,1375,Far,1,FALSE,never pay,good,dry,spring,communal standpipe,39
54533,752,Far,60,TRUE,monthly,good,enough,river/lake,communal standpipe,3
54535,413,Far,200,TRUE,monthly,good,enough,river/lake,communal standpipe,17
54537,504,Far,180,TRUE,monthly,good,enough,river/lake,communal standpipe,0
54539,323,Far,60,TRUE,never pay,good,enough,river/lake,communal standpipe,2
54544,964,Far,50,TRUE,monthly,good,enough,spring,communal standpipe,13
54556,315,Near,816,FALSE,per bucket,other,dry,borehole,communal standpipe,34
54560,1077,Far,1,TRUE,per bucket,good,enough,borehole,hand pump,28
54561,1580,Far,0,TRUE,annually,good,insufficient,spring,communal standpipe,13
54563,1916,Far,50,TRUE,never pay,good,enough,spring,communal standpipe,4
54566,237,Near,112,TRUE,never pay,good,enough,river/lake,communal standpipe,10
54567,58,Near,390,TRUE,never pay,good,enough,shallow well,hand pump,28
54569,1286,Far,1,TRUE,monthly,good,enough,spring,communal standpipe,11
54570,17,Near,100,FALSE,per bucket,good,enough,borehole,communal standpipe,3
54572,1632,Far,65,TRUE,annually,good,enough,river/lake,communal standpipe,21
54573,1438,Far,150,TRUE,per bucket,good,enough,river/lake,communal standpipe,11
54576,347,Far,1,FALSE,on failure,good,enough,borehole,hand pump,25
54577,715,Far,300,TRUE,monthly,good,insufficient,borehole,communal standpipe,4
54578,302,Far,90,TRUE,on failure,good,enough,river/lake,communal standpipe,5
54582,1376,Far,550,FALSE,on failure,good,dry,river/lake,communal standpipe,5
54583,1081,Far,20,FALSE,monthly,good,enough,spring,communal standpipe,11
54587,314,Near,56,TRUE,per bucket,salty,enough,borehole,hand pump,35
54590,141,Near,1,FALSE,never pay,good,enough,borehole,hand pump,2
54591,-39,Near,1,TRUE,per bucket,good,enough,borehole,communal standpipe,7
54594,1703,Far,0,TRUE,annually,good,enough,spring,communal standpipe,13
54595,1635,Far,100,TRUE,monthly,good,enough,river/lake,communal standpipe,21
54596,1119,Far,60,TRUE,per bucket,good,enough,spring,communal standpipe,5
54599,1891,Far,150,TRUE,per bucket,good,enough,river/lake,communal standpipe,38
54600,1816,Far,624,TRUE,never pay,good,insufficient,river/lake,communal standpipe,30
54602,1272,Near,540,TRUE,monthly,good,insufficient,river/lake,communal standpipe,25
54603,1397,Near,540,TRUE,monthly,good,enough,river/lake,communal standpipe,11
54604,1310,Near,120,TRUE,monthly,good,insufficient,river/lake,communal standpipe,23
54605,-17,Near,20,TRUE,per bucket,good,enough,river/lake,communal standpipe,3
54609,1484,Far,45,FALSE,never pay,good,enough,borehole,hand pump,27
54612,1098,Far,450,FALSE,never pay,good,enough,river/lake,communal standpipe,41
54613,1676,Far,1,TRUE,monthly,good,enough,spring,communal standpipe,3
54614,2149,Far,650,TRUE,never pay,good,seasonal,shallow well,hand pump,20
54616,254,Far,500,TRUE,never pay,good,insufficient,shallow well,hand pump,6
54618,1302,Far,1,TRUE,never pay,good,enough,spring,communal standpipe,37
54620,1951,Near,324,TRUE,never pay,good,insufficient,spring,communal standpipe,11
54623,-32,Near,100,TRUE,per bucket,good,enough,borehole,communal standpipe,32
54624,1771,Far,245,TRUE,annually,good,enough,borehole,hand pump,5
54627,1735,Near,1,TRUE,never pay,good,enough,spring,communal standpipe,28
54629,1198,Far,1,TRUE,never pay,good,insufficient,shallow well,hand pump,18
54631,673,Near,800,TRUE,per bucket,good,enough,river/lake,communal standpipe,16
54632,337,Far,300,TRUE,never pay,good,insufficient,shallow well,hand pump,8
54634,1810,Far,0,FALSE,never pay,good,enough,spring,communal standpipe,18
54635,326,Far,200,TRUE,monthly,good,enough,river/lake,communal standpipe,32
54636,516,Near,200,TRUE,per bucket,good,enough,river/lake,communal standpipe,31
54641,186,Near,8,TRUE,per bucket,good,enough,river/lake,communal standpipe,3
54643,1533,Near,355,TRUE,monthly,good,dry,borehole,communal standpipe,39
54644,877,Far,125,TRUE,per bucket,good,enough,spring,communal standpipe,14
54645,1264,Far,65,FALSE,never pay,good,enough,river/lake,communal standpipe,33
54647,709,Near,1,TRUE,never pay,good,enough,spring,communal standpipe,37
54652,826,Far,0,TRUE,annually,good,seasonal,shallow well,hand pump,11
54654,1124,Near,300,FALSE,per bucket,good,enough,borehole,communal standpipe,39
54656,1715,Far,200,TRUE,never pay,good,enough,spring,communal standpipe,13
54660,1156,Near,2100,TRUE,monthly,good,enough,river/lake,communal standpipe,15
54662,1650,Near,204,TRUE,never pay,good,insufficient,spring,communal standpipe,9
54663,1597,Far,20,FALSE,on failure,good,enough,borehole,hand pump,4
54665,263,Far,584,TRUE,never pay,good,insufficient,river/lake,communal standpipe,35
54668,1741,Near,940,TRUE,per bucket,good,enough,borehole,communal standpipe,7
54669,114,Near,369,FALSE,per bucket,other,enough,borehole,communal standpipe,37
54671,1025,Far,250,TRUE,per bucket,good,insufficient,spring,communal standpipe,2
54673,1254,Near,1500,TRUE,never pay,good,insufficient,river/lake,communal standpipe,31
54677,1302,Near,212,TRUE,per bucket,good,enough,borehole,communal standpipe,7
54679,1077,Far,450,TRUE,per bucket,good,seasonal,borehole,hand pump,9
54680,1144,Far,1,TRUE,monthly,good,insufficient,spring,communal standpipe,33
54683,1190,Far,1,TRUE,never pay,good,enough,spring,communal standpipe,39
54684,175,Near,180,FALSE,never pay,salty,insufficient,shallow well,hand pump,10
54692,1549,Far,40,TRUE,annually,good,enough,spring,communal standpipe,4
54693,1202,Far,156,TRUE,never pay,good,enough,borehole,hand pump,28
54694,1001,Near,102,TRUE,monthly,good,enough,river/lake,communal standpipe,8
54695,295,Far,816,TRUE,never pay,good,insufficient,river/lake,communal standpipe,27
54697,276,Far,700,TRUE,never pay,good,insufficient,shallow well,hand pump,12
54698,258,Far,280,TRUE,never pay,good,insufficient,shallow well,hand pump,17
54700,839,Far,1,TRUE,never pay,good,enough,spring,communal standpipe,2
54706,1027,Far,650,FALSE,on failure,good,enough,shallow well,hand pump,24
54707,2242,Far,50,TRUE,on failure,good,enough,spring,communal standpipe,5
54710,-18,Near,40,FALSE,per bucket,good,dry,borehole,communal standpipe,13
54714,1704,Far,525,TRUE,never pay,good,enough,spring,communal standpipe,17
54715,185,Near,80,FALSE,never pay,good,seasonal,spring,communal standpipe,14
54716,1848,Near,1,TRUE,never pay,good,enough,shallow well,hand pump,38
54717,1295,Near,340,TRUE,monthly,good,enough,river/lake,communal standpipe,6
54719,1180,Far,500,TRUE,on failure,good,enough,borehole,hand pump,28
54720,147,Far,300,TRUE,monthly,salty,insufficient,shallow well,hand pump,17
54721,549,Far,1,FALSE,monthly,good,enough,borehole,hand pump,4
54722,1208,Near,880,TRUE,monthly,good,enough,shallow well,hand pump,19
54724,324,Far,100,TRUE,monthly,good,enough,borehole,communal standpipe,3
54726,392,Far,100,TRUE,per bucket,good,enough,river/lake,communal standpipe,15
54727,73,Near,220,FALSE,never pay,salty,enough,shallow well,hand pump,3
54730,1364,Far,500,TRUE,per bucket,good,seasonal,river/lake,communal standpipe,19
54733,1115,Far,1,TRUE,annually,good,enough,spring,communal standpipe,24
54737,1714,Far,350,TRUE,on failure,good,enough,borehole,hand pump,5
54739,500,Far,210,TRUE,on failure,good,enough,river/lake,communal standpipe,0
54742,1606,Near,205,TRUE,never pay,good,enough,spring,communal standpipe,9
54746,1032,Far,0,TRUE,annually,good,enough,river/lake,communal standpipe,39
54747,274,Far,150,TRUE,monthly,good,enough,shallow well,hand pump,9
54749,680,Far,430,FALSE,per bucket,good,insufficient,borehole,communal standpipe,19
54754,802,Far,20,TRUE,per bucket,good,enough,spring,communal standpipe,12
54756,147,Near,132,FALSE,never pay,good,dry,river/lake,communal standpipe,23
54763,1706,Far,200,TRUE,never pay,good,enough,spring,communal standpipe,23
54765,295,Near,288,FALSE,never pay,good,seasonal,shallow well,hand pump,6
54766,428,Far,200,TRUE,on failure,good,insufficient,river/lake,communal standpipe,7
54767,441,Far,105,TRUE,per bucket,good,insufficient,shallow well,hand pump,37
54771,1282,Near,800,TRUE,on failure,good,insufficient,shallow well,hand pump,25
54774,613,Far,1,FALSE,annually,good,enough,borehole,hand pump,17
54776,1650,Far,200,TRUE,never pay,good,enough,spring,communal standpipe,22
54778,435,Far,140,TRUE,per bucket,good,enough,borehole,communal standpipe,16
54779,1370,Near,250,TRUE,annually,good,enough,river/lake,communal standpipe,6
54781,26,Near,2000,FALSE,never pay,other,dry,shallow well,hand pump,10
54783,0,Near,150,TRUE,never pay,other,enough,spring,communal standpipe,42
54786,1144,Near,850,TRUE,monthly,good,insufficient,shallow well,hand pump,14
