,gps_height,region,population,public_meeting,permit,construction_age,extraction_type_group,management,payment_type,quality_group,quantity_group,source_type,waterpoint_type_group,status_group,pop_categ
20627,1450,Iringa,312,TRUE,TRUE,35,gravity,wua,monthly,good,enough,river/lake,communal standpipe,functional needs repair,Fourth
20628,2027,Iringa,0,TRUE,FALSE,29,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional,First
20629,1120,Kilimanjaro,45,TRUE,TRUE,6,gravity,water board,per bucket,good,enough,river/lake,communal standpipe,functional,Second
20630,1739,Kilimanjaro,1,TRUE,TRUE,7,gravity,company,monthly,good,insufficient,spring,communal standpipe,functional,First
20631,701,Kilimanjaro,500,TRUE,TRUE,5,submersible,water board,per bucket,good,enough,borehole,communal standpipe,functional,Fourth
20632,278,Tanga,50,TRUE,TRUE,37,submersible,vwc,per bucket,good,enough,river/lake,communal standpipe,functional,Second
20633,1184,Kilimanjaro,1,TRUE,TRUE,13,gravity,company,monthly,good,insufficient,spring,communal standpipe,non functional,First
20634,1213,Arusha,55,TRUE,TRUE,40,gravity,vwc,never pay,good,enough,spring,communal standpipe,non functional,Second
20635,1466,Iringa,78,TRUE,TRUE,35,gravity,wua,monthly,good,enough,river/lake,communal standpipe,functional needs repair,Second
20636,296,Morogoro,1200,TRUE,TRUE,3,india mark ii,vwc,never pay,good,enough,borehole,hand pump,functional,Fourth
20637,1381,Mara,1000,TRUE,FALSE,35,submersible,vwc,never pay,good,dry,river/lake,communal standpipe,non functional,Fourth
20638,679,Kilimanjaro,350,TRUE,TRUE,5,submersible,water board,per bucket,good,enough,borehole,communal standpipe,functional,Fourth
20639,1506,Kilimanjaro,25,TRUE,FALSE,6,gravity,vwc,monthly,good,insufficient,spring,communal standpipe,functional,Second
20640,1327,Morogoro,150,TRUE,TRUE,39,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,functional needs repair,Third
20641,298,Mtwara,300,TRUE,TRUE,31,submersible,vwc,never pay,good,dry,borehole,communal standpipe,non functional,Third
20642,1558,Manyara,360,TRUE,TRUE,6,nira/tanira,vwc,never pay,good,enough,shallow well,hand pump,functional,Fourth
20643,320,Mtwara,70,TRUE,TRUE,13,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional needs repair,Second
20644,0,Morogoro,167,TRUE,TRUE,8,submersible,vwc,never pay,salty,enough,borehole,communal standpipe,functional needs repair,Third
20645,1089,Morogoro,50,TRUE,TRUE,39,gravity,vwc,never pay,good,enough,spring,communal standpipe,non functional,Second
20646,1261,Manyara,320,TRUE,TRUE,1,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional,Fourth
20647,1531,Arusha,300,TRUE,TRUE,18,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional,Third
20648,1618,Manyara,195,TRUE,TRUE,1,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional,Third
20649,512,Mtwara,260,TRUE,FALSE,25,submersible,vwc,never pay,good,insufficient,borehole,communal standpipe,functional,Third
20650,301,Morogoro,300,TRUE,TRUE,4,gravity,vwc,on failure,good,insufficient,river/lake,communal standpipe,functional,Third
20651,1590,Iringa,40,TRUE,TRUE,2,gravity,vwc,annually,good,enough,spring,communal standpipe,functional,Second
20652,1854,Rukwa,450,TRUE,TRUE,31,gravity,vwc,never pay,milky,dry,river/lake,communal standpipe,non functional,Fourth
20653,1622,Iringa,1,TRUE,FALSE,5,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional,First
20654,1667,Iringa,70,TRUE,FALSE,18,gravity,vwc,annually,good,enough,spring,communal standpipe,functional,Second
20655,18,Pwani,1,TRUE,TRUE,2,afridev,vwc,per bucket,good,enough,shallow well,hand pump,functional,First
20656,80,Lindi,1,FALSE,FALSE,1,afridev,vwc,never pay,good,enough,borehole,hand pump,functional,First
20657,818,Kilimanjaro,90,TRUE,FALSE,21,gravity,vwc,monthly,good,insufficient,spring,communal standpipe,non functional,Second
20658,909,Kigoma,650,TRUE,TRUE,28,gravity,vwc,monthly,good,insufficient,river/lake,communal standpipe,functional needs repair,Fourth
20659,1990,Arusha,225,TRUE,FALSE,2,gravity,parastatal,never pay,good,seasonal,rainwater harvesting,communal standpipe,functional,Third
20660,1330,Kigoma,500,TRUE,FALSE,13,afridev,vwc,on failure,good,enough,borehole,hand pump,functional,Fourth
20661,1172,Kigoma,450,TRUE,TRUE,4,gravity,water board,monthly,good,enough,river/lake,communal standpipe,functional,Fourth
20662,2158,Iringa,36,TRUE,TRUE,6,gravity,vwc,annually,good,enough,spring,communal standpipe,functional,Second
20663,1000,Ruvuma,0,TRUE,TRUE,35,gravity,vwc,on failure,good,dry,river/lake,communal standpipe,non functional,First
20664,1416,Singida,476,TRUE,TRUE,7,afridev,vwc,annually,good,enough,borehole,hand pump,functional,Fourth
20665,103,Tanga,15,FALSE,FALSE,5,submersible,vwc,never pay,salty,insufficient,borehole,communal standpipe,non functional,First
20666,166,Tanga,240,TRUE,FALSE,9,nira/tanira,vwc,per bucket,salty,insufficient,shallow well,hand pump,functional,Third
20667,1605,Kilimanjaro,55,TRUE,TRUE,5,gravity,water board,per bucket,good,enough,spring,communal standpipe,functional,Second
20668,1233,Mara,250,TRUE,TRUE,13,india mark ii,wug,monthly,salty,enough,borehole,hand pump,functional,Third
20669,20,Pwani,100,TRUE,FALSE,5,swn 80,vwc,never pay,good,seasonal,shallow well,hand pump,non functional,Second
20670,820,Kilimanjaro,1,TRUE,TRUE,7,gravity,water authority,per bucket,good,insufficient,spring,communal standpipe,non functional,First
20671,1636,Kilimanjaro,1,TRUE,TRUE,13,gravity,company,monthly,good,enough,spring,communal standpipe,non functional,First
20672,1996,Iringa,55,TRUE,FALSE,13,gravity,vwc,on failure,good,enough,spring,communal standpipe,functional,Second
20673,1272,Kilimanjaro,50,TRUE,TRUE,14,gravity,water board,per bucket,good,enough,spring,communal standpipe,functional,Second
20674,1664,Arusha,150,TRUE,TRUE,23,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,functional,Third
20675,1978,Iringa,50,TRUE,TRUE,4,rope pump,wua,on failure,good,enough,borehole,hand pump,functional,Second
20676,1090,Rukwa,300,TRUE,TRUE,33,india mark ii,water authority,per bucket,salty,insufficient,borehole,hand pump,functional needs repair,Third
20677,178,Tanga,1000,TRUE,FALSE,30,india mark ii,vwc,never pay,salty,seasonal,shallow well,hand pump,non functional,Fourth
20678,1368,Kilimanjaro,50,TRUE,TRUE,5,gravity,water board,per bucket,good,enough,spring,communal standpipe,functional,Second
20679,830,Kilimanjaro,1,TRUE,TRUE,1,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional,First
20680,185,Pwani,500,TRUE,FALSE,19,india mark iii,vwc,never pay,salty,enough,borehole,hand pump,non functional,Fourth
20681,1483,Manyara,200,TRUE,TRUE,11,submersible,vwc,per bucket,salty,insufficient,borehole,communal standpipe,functional needs repair,Third
20682,272,Morogoro,210,TRUE,TRUE,4,india mark ii,vwc,never pay,good,enough,shallow well,hand pump,functional,Third
20683,1193,Mara,300,TRUE,FALSE,30,submersible,vwc,never pay,good,enough,river/lake,communal standpipe,non functional,Third
20684,2509,Arusha,1,TRUE,TRUE,10,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,functional,First
20685,1787,Rukwa,0,TRUE,TRUE,26,gravity,vwc,never pay,good,dry,river/lake,communal standpipe,non functional,First
20686,88,Morogoro,150,TRUE,TRUE,16,swn 80,vwc,never pay,good,insufficient,shallow well,hand pump,non functional,Third
20687,106,Pwani,714,TRUE,TRUE,11,submersible,trust,never pay,good,enough,river/lake,communal standpipe,non functional,Fourth
20688,1293,Manyara,360,TRUE,TRUE,7,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional,Fourth
20689,1981,Iringa,360,FALSE,TRUE,6,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional,Fourth
20690,942,Ruvuma,300,TRUE,FALSE,22,nira/tanira,wug,annually,good,insufficient,shallow well,hand pump,functional,Third
20691,1853,Rukwa,150,TRUE,TRUE,28,gravity,vwc,on failure,good,enough,river/lake,communal standpipe,non functional,Third
20692,923,Ruvuma,300,TRUE,TRUE,22,gravity,vwc,annually,good,seasonal,river/lake,communal standpipe,non functional,Third
20693,321,Mtwara,75,TRUE,TRUE,37,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional needs repair,Second
20694,1627,Iringa,1,TRUE,TRUE,31,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional,First
20695,1584,Rukwa,150,TRUE,TRUE,5,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,functional,Third
20696,247,Morogoro,175,TRUE,TRUE,18,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,functional,Third
20697,1190,Rukwa,230,TRUE,TRUE,25,india mark ii,vwc,annually,good,enough,borehole,hand pump,functional,Third
20698,851,Ruvuma,180,TRUE,TRUE,19,swn 80,wug,on failure,good,insufficient,shallow well,hand pump,functional,Third
20699,1563,Arusha,200,TRUE,TRUE,15,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional,Third
20700,1025,Ruvuma,500,TRUE,TRUE,23,india mark ii,vwc,on failure,good,dry,shallow well,hand pump,non functional,Fourth
20701,1229,Iringa,1,TRUE,TRUE,16,gravity,vwc,annually,good,enough,spring,communal standpipe,functional,First
20702,158,Tanga,160,TRUE,FALSE,14,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,functional,Third
20703,323,Morogoro,1,TRUE,TRUE,43,submersible,vwc,never pay,salty,dry,borehole,communal standpipe,non functional,First
20704,333,Morogoro,230,TRUE,TRUE,18,nira/tanira,vwc,monthly,good,enough,shallow well,hand pump,non functional,Third
20705,1718,Kilimanjaro,1,TRUE,TRUE,13,gravity,company,monthly,good,enough,spring,communal standpipe,non functional,First
20706,302,Lindi,245,TRUE,FALSE,28,india mark ii,vwc,per bucket,salty,insufficient,borehole,hand pump,non functional,Third
20707,1518,Kilimanjaro,1,TRUE,TRUE,38,gravity,company,monthly,good,enough,spring,communal standpipe,non functional,First
20708,1100,Kigoma,53,TRUE,TRUE,7,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,functional needs repair,Second
20709,1476,Ruvuma,86,TRUE,TRUE,3,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional,Second
20710,149,Morogoro,420,TRUE,TRUE,33,swn 80,vwc,on failure,good,insufficient,shallow well,hand pump,functional,Fourth
20711,1400,Mara,354,FALSE,FALSE,4,gravity,parastatal,never pay,good,insufficient,rainwater harvesting,communal standpipe,functional,Fourth
20712,1405,Manyara,1,TRUE,TRUE,9,submersible,vwc,per bucket,good,insufficient,spring,communal standpipe,non functional,First
20713,1658,Manyara,365,TRUE,TRUE,5,gravity,water board,per bucket,good,enough,spring,communal standpipe,functional,Fourth
20714,415,Mtwara,1,TRUE,TRUE,8,india mark ii,vwc,per bucket,salty,enough,borehole,hand pump,non functional,First
20715,1244,Kigoma,590,TRUE,TRUE,13,gravity,water board,monthly,good,enough,river/lake,communal standpipe,functional,Fourth
20716,1387,Rukwa,1,TRUE,TRUE,15,gravity,vwc,on failure,good,enough,river/lake,communal standpipe,non functional,First
20717,935,Tanga,150,TRUE,FALSE,8,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,functional,Third
20718,1477,Iringa,1,TRUE,TRUE,28,gravity,vwc,annually,good,dry,spring,communal standpipe,non functional,First
20719,1717,Iringa,0,TRUE,FALSE,13,india mark ii,vwc,annually,good,enough,borehole,hand pump,functional,First
20720,309,Morogoro,300,TRUE,TRUE,10,afridev,vwc,monthly,good,seasonal,shallow well,hand pump,functional,Third
20721,1014,Rukwa,400,TRUE,TRUE,28,india mark ii,vwc,never pay,good,insufficient,borehole,hand pump,non functional,Fourth
20722,1604,Singida,680,TRUE,TRUE,17,afridev,wug,annually,good,enough,borehole,hand pump,functional,Fourth
20723,1389,Manyara,1,TRUE,TRUE,9,submersible,vwc,never pay,good,insufficient,spring,communal standpipe,non functional,First
20724,1220,Mara,250,TRUE,TRUE,10,nira/tanira,vwc,monthly,good,enough,shallow well,hand pump,functional,Third
20725,418,Tanga,150,TRUE,FALSE,33,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,non functional,Third
20726,1001,Manyara,215,TRUE,TRUE,2,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,functional,Third
20727,581,Ruvuma,1,FALSE,FALSE,10,other handpump,vwc,never pay,good,enough,borehole,hand pump,non functional,First
20728,1020,Ruvuma,350,TRUE,TRUE,20,india mark ii,vwc,on failure,good,dry,shallow well,hand pump,non functional,Fourth
20729,71,Lindi,344,FALSE,FALSE,32,nira/tanira,vwc,per bucket,good,enough,shallow well,hand pump,functional,Fourth
20730,183,Pwani,15,FALSE,TRUE,3,submersible,private operator,per bucket,good,enough,river/lake,communal standpipe,functional,First
20731,2084,Manyara,215,TRUE,TRUE,15,gravity,water board,never pay,good,enough,spring,communal standpipe,functional,Third
20732,2129,Iringa,20,TRUE,FALSE,13,gravity,vwc,annually,good,enough,spring,communal standpipe,functional,First
20733,1160,Mara,120,FALSE,FALSE,30,submersible,vwc,never pay,good,enough,river/lake,communal standpipe,non functional,Second
20734,1175,Rukwa,450,TRUE,TRUE,19,nira/tanira,vwc,on failure,good,enough,shallow well,hand pump,functional needs repair,Fourth
20735,45,Mtwara,200,TRUE,TRUE,36,submersible,vwc,monthly,good,enough,borehole,communal standpipe,functional,Third
20736,2158,Iringa,60,TRUE,FALSE,13,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional,Second
20737,1555,Rukwa,650,FALSE,FALSE,20,nira/tanira,parastatal,never pay,salty,insufficient,shallow well,hand pump,non functional,Fourth
20738,361,Pwani,15,TRUE,TRUE,5,submersible,wua,per bucket,good,enough,river/lake,communal standpipe,functional,First
20739,-9,Pwani,40,FALSE,TRUE,2,mono,private operator,per bucket,good,enough,river/lake,communal standpipe,functional,Second
20740,1126,Singida,350,TRUE,FALSE,39,mono,vwc,per bucket,good,enough,borehole,communal standpipe,non functional,Fourth
20741,263,Pwani,500,TRUE,TRUE,9,submersible,wua,per bucket,good,enough,river/lake,communal standpipe,non functional,Fourth
20742,475,Morogoro,78,TRUE,TRUE,9,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,functional,Second
20743,0,Tanga,1,TRUE,FALSE,10,nira/tanira,vwc,monthly,salty,seasonal,shallow well,hand pump,non functional,First
20744,987,Ruvuma,540,TRUE,FALSE,19,swn 80,wug,monthly,good,insufficient,shallow well,hand pump,functional,Fourth
20745,1426,Iringa,10,TRUE,TRUE,3,gravity,vwc,annually,good,enough,river/lake,communal standpipe,functional,First
20746,1968,Iringa,100,TRUE,TRUE,4,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional,Second
20747,1381,Iringa,70,TRUE,FALSE,5,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,functional,Second
20748,1593,Tanga,1,TRUE,TRUE,24,gravity,vwc,monthly,good,enough,spring,communal standpipe,non functional,First
20749,2123,Iringa,0,TRUE,FALSE,11,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional,First
20750,172,Pwani,20,FALSE,TRUE,2,submersible,private operator,per bucket,good,enough,river/lake,communal standpipe,functional,First
20751,1539,Singida,350,TRUE,TRUE,7,mono,wug,per bucket,good,enough,borehole,communal standpipe,functional needs repair,Fourth
20752,-8,Pwani,50,TRUE,TRUE,3,mono,vwc,per bucket,good,enough,river/lake,communal standpipe,non functional,Second
20753,1781,Arusha,200,TRUE,TRUE,15,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional,Third
20754,337,Morogoro,500,TRUE,TRUE,19,swn 80,vwc,monthly,good,enough,shallow well,hand pump,functional,Fourth
20755,2200,Iringa,0,TRUE,FALSE,7,gravity,vwc,monthly,good,insufficient,spring,communal standpipe,functional,First
20756,1521,Iringa,360,TRUE,TRUE,35,gravity,wua,monthly,good,enough,river/lake,communal standpipe,functional,Fourth
20757,1494,Iringa,120,TRUE,FALSE,29,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,functional,Second
20758,794,Kigoma,4788,TRUE,TRUE,2,nira/tanira,vwc,never pay,good,enough,shallow well,hand pump,functional,Fourth
20759,25,Tanga,400,TRUE,FALSE,9,submersible,vwc,per bucket,salty,enough,borehole,communal standpipe,functional,Fourth
20760,1801,Iringa,45,TRUE,TRUE,7,gravity,wua,monthly,good,enough,river/lake,communal standpipe,functional,Second
20761,616,Manyara,300,TRUE,TRUE,13,nira/tanira,vwc,never pay,salty,enough,shallow well,hand pump,functional,Third
20762,156,Pwani,20,TRUE,TRUE,8,submersible,private operator,per bucket,good,enough,river/lake,communal standpipe,functional,First
20763,1695,Iringa,485,TRUE,TRUE,17,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional,Fourth
20764,1494,Singida,400,TRUE,TRUE,15,nira/tanira,vwc,on failure,colored,enough,shallow well,hand pump,functional,Fourth
20765,307,Morogoro,230,TRUE,TRUE,17,swn 80,vwc,monthly,good,enough,shallow well,hand pump,functional,Third
20766,503,Mtwara,230,TRUE,FALSE,15,submersible,vwc,never pay,good,insufficient,borehole,communal standpipe,non functional,Third
20767,1203,Kigoma,250,TRUE,TRUE,8,nira/tanira,vwc,annually,good,enough,shallow well,hand pump,functional,Third
20768,0,Tanga,1,TRUE,FALSE,25,nira/tanira,vwc,never pay,good,insufficient,shallow well,hand pump,non functional,First
20769,154,Lindi,260,TRUE,TRUE,3,nira/tanira,vwc,never pay,salty,enough,shallow well,hand pump,non functional,Third
20770,185,Pwani,350,TRUE,FALSE,9,nira/tanira,vwc,per bucket,good,seasonal,shallow well,hand pump,functional,Fourth
20771,2014,Arusha,154,TRUE,FALSE,2,gravity,parastatal,never pay,good,seasonal,rainwater harvesting,communal standpipe,functional,Third
20772,712,Kilimanjaro,1,TRUE,TRUE,37,gravity,water authority,never pay,good,insufficient,spring,communal standpipe,non functional,First
20773,386,Tanga,400,TRUE,TRUE,39,submersible,vwc,per bucket,good,seasonal,borehole,communal standpipe,functional,Fourth
20774,1266,Kilimanjaro,10,TRUE,TRUE,5,gravity,water board,per bucket,good,enough,spring,communal standpipe,functional,First
20775,146,Dar es Salaam,196,TRUE,FALSE,23,submersible,vwc,never pay,good,dry,river/lake,communal standpipe,non functional,Third
20776,1746,Iringa,350,FALSE,TRUE,23,swn 80,vwc,never pay,good,enough,borehole,hand pump,functional,Fourth
20777,0,Morogoro,570,TRUE,TRUE,29,submersible,vwc,per bucket,good,insufficient,borehole,communal standpipe,functional,Fourth
20778,684,Ruvuma,500,TRUE,FALSE,6,swn 80,wug,monthly,good,insufficient,shallow well,hand pump,non functional,Fourth
20779,411,Ruvuma,1,FALSE,FALSE,3,other handpump,vwc,never pay,good,enough,borehole,hand pump,functional,First
