,gps_height,region,population,public_meeting,permit,construction_age,extraction_type_group,management,payment_type,quality_group,quantity_group,source_type,waterpoint_type_group,status_group
20084,280,Lindi,1,FALSE,TRUE,1,gravity,parastatal,per bucket,good,enough,river/lake,communal standpipe,functional
20085,1072,Singida,324,TRUE,TRUE,2,nira/tanira,wua,monthly,good,enough,shallow well,hand pump,functional
20086,1560,Singida,58,TRUE,TRUE,10,nira/tanira,wug,never pay,good,seasonal,shallow well,hand pump,functional
20087,315,Mtwara,490,TRUE,TRUE,31,submersible,vwc,never pay,good,insufficient,borehole,communal standpipe,non functional
20088,1129,Kigoma,180,TRUE,TRUE,37,gravity,water board,monthly,good,enough,river/lake,communal standpipe,functional needs repair
20089,1788,Iringa,60,TRUE,FALSE,12,gravity,vwc,monthly,good,insufficient,spring,communal standpipe,functional
20090,1007,Kigoma,800,TRUE,TRUE,10,gravity,wug,monthly,good,enough,spring,communal standpipe,functional needs repair
20091,-4,Pwani,40,TRUE,TRUE,21,submersible,vwc,never pay,good,enough,river/lake,communal standpipe,non functional
20092,457,Iringa,40,TRUE,FALSE,5,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional
20093,204,Mtwara,500,TRUE,TRUE,7,india mark ii,vwc,per bucket,good,seasonal,borehole,hand pump,non functional
20094,1666,Kigoma,650,TRUE,FALSE,19,gravity,water board,monthly,good,enough,spring,improved spring,functional
20095,11,Pwani,80,FALSE,TRUE,3,submersible,private operator,per bucket,good,enough,river/lake,communal standpipe,functional
20096,1461,Ruvuma,0,TRUE,TRUE,16,submersible,vwc,annually,good,dry,river/lake,communal standpipe,non functional
20097,1868,Arusha,150,TRUE,TRUE,15,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,functional
20098,286,Mtwara,36,TRUE,FALSE,4,nira/tanira,parastatal,never pay,salty,enough,shallow well,hand pump,functional
20099,1597,Kilimanjaro,1,TRUE,TRUE,8,gravity,company,monthly,good,insufficient,spring,communal standpipe,functional
20100,1170,Ruvuma,0,TRUE,TRUE,4,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,functional
20101,1447,Singida,1200,TRUE,FALSE,17,afridev,vwc,per bucket,good,insufficient,shallow well,hand pump,functional
20102,897,Kilimanjaro,68,TRUE,FALSE,6,gravity,water board,monthly,good,insufficient,spring,communal standpipe,functional
20103,1454,Singida,44,TRUE,TRUE,2,india mark ii,wug,never pay,good,enough,borehole,hand pump,functional
20104,470,Tanga,250,TRUE,FALSE,4,submersible,vwc,per bucket,good,seasonal,river/lake,communal standpipe,non functional
20105,528,Morogoro,200,TRUE,TRUE,2,swn 80,vwc,on failure,salty,enough,shallow well,hand pump,functional
20106,1307,Kigoma,750,TRUE,TRUE,31,gravity,water board,monthly,good,insufficient,river/lake,communal standpipe,non functional
20107,328,Mtwara,120,TRUE,TRUE,35,nira/tanira,vwc,never pay,salty,enough,shallow well,hand pump,functional
20108,1523,Arusha,150,TRUE,TRUE,11,gravity,vwc,per bucket,good,enough,river/lake,communal standpipe,non functional
20109,221,Morogoro,400,TRUE,TRUE,32,submersible,vwc,never pay,good,insufficient,borehole,communal standpipe,non functional
20110,1174,Tanga,750,TRUE,FALSE,42,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional
20111,1703,Rukwa,300,TRUE,FALSE,22,swn 80,vwc,never pay,good,insufficient,borehole,hand pump,functional
20112,74,Pwani,1,TRUE,TRUE,5,mono,vwc,per bucket,good,enough,river/lake,communal standpipe,functional
20113,1161,Rukwa,50,TRUE,TRUE,25,india mark ii,vwc,annually,good,enough,borehole,hand pump,functional
20114,956,Ruvuma,360,TRUE,FALSE,14,other handpump,wug,monthly,good,insufficient,shallow well,hand pump,functional
20115,57,Lindi,237,TRUE,FALSE,7,submersible,vwc,per bucket,good,enough,borehole,communal standpipe,functional needs repair
20116,803,Kigoma,650,FALSE,TRUE,7,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional needs repair
20117,2535,Iringa,0,TRUE,FALSE,5,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional
20118,699,Ruvuma,1,FALSE,FALSE,5,other handpump,parastatal,never pay,good,insufficient,borehole,hand pump,non functional
20119,1397,Kigoma,340,TRUE,TRUE,7,gravity,water board,monthly,good,enough,river/lake,communal standpipe,functional needs repair
20120,1416,Kilimanjaro,40,TRUE,FALSE,6,gravity,vwc,monthly,good,insufficient,spring,communal standpipe,functional needs repair
20121,1337,Kilimanjaro,210,TRUE,TRUE,4,gravity,private operator,annually,good,enough,spring,communal standpipe,functional
20122,1080,Arusha,150,TRUE,TRUE,13,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional
20123,178,Lindi,266,TRUE,TRUE,13,nira/tanira,vwc,never pay,salty,enough,shallow well,hand pump,non functional
20124,184,Tanga,600,TRUE,FALSE,11,nira/tanira,vwc,never pay,salty,insufficient,shallow well,hand pump,non functional
20125,1635,Singida,245,TRUE,TRUE,3,afridev,vwc,never pay,good,enough,borehole,hand pump,functional
20126,813,Kigoma,130,TRUE,TRUE,4,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,functional needs repair
20127,127,Pwani,150,FALSE,TRUE,5,submersible,parastatal,monthly,good,enough,river/lake,communal standpipe,functional
20128,205,Tanga,1,TRUE,FALSE,5,gravity,vwc,never pay,good,seasonal,spring,communal standpipe,non functional
20129,1375,Singida,150,TRUE,FALSE,40,mono,vwc,never pay,good,enough,borehole,communal standpipe,non functional
20130,1758,Tanga,1,TRUE,TRUE,28,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional
20131,1243,Kilimanjaro,1,TRUE,TRUE,12,gravity,water board,monthly,good,enough,spring,communal standpipe,functional
20132,839,Kilimanjaro,1,TRUE,TRUE,10,gravity,company,monthly,good,insufficient,spring,communal standpipe,non functional
20133,1451,Kigoma,210,TRUE,TRUE,23,gravity,vwc,monthly,good,insufficient,river/lake,communal standpipe,non functional
20134,356,Morogoro,40,TRUE,TRUE,25,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,non functional
20135,1592,Manyara,254,TRUE,TRUE,9,submersible,vwc,per bucket,good,insufficient,borehole,communal standpipe,functional
20136,1254,Ruvuma,500,FALSE,TRUE,4,gravity,parastatal,monthly,good,enough,spring,communal standpipe,functional
20137,1936,Iringa,0,TRUE,FALSE,21,gravity,vwc,annually,good,enough,spring,communal standpipe,functional
20138,1093,Kilimanjaro,25,TRUE,TRUE,6,gravity,water board,per bucket,good,enough,river/lake,communal standpipe,functional
20139,142,Pwani,40,TRUE,TRUE,10,submersible,wua,per bucket,good,enough,river/lake,communal standpipe,functional
20140,1154,Mara,400,TRUE,FALSE,14,afridev,wug,never pay,good,enough,shallow well,hand pump,non functional
20141,1353,Kigoma,700,TRUE,TRUE,11,gravity,water board,monthly,good,enough,spring,communal standpipe,functional needs repair
20142,1410,Iringa,1,TRUE,TRUE,2,swn 80,vwc,monthly,good,enough,borehole,hand pump,functional
20143,383,Morogoro,110,TRUE,TRUE,15,gravity,vwc,per bucket,good,enough,river/lake,communal standpipe,functional
20144,196,Morogoro,600,TRUE,TRUE,13,nira/tanira,vwc,on failure,salty,insufficient,shallow well,hand pump,non functional
20145,2218,Iringa,0,TRUE,FALSE,31,gravity,wua,monthly,good,enough,spring,communal standpipe,functional
20146,1646,Arusha,100,TRUE,TRUE,43,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional
20147,1558,Iringa,80,TRUE,FALSE,4,nira/tanira,vwc,on failure,good,enough,borehole,hand pump,functional
20148,85,Pwani,40,TRUE,FALSE,9,swn 80,vwc,never pay,good,dry,shallow well,hand pump,non functional
20149,1332,Kilimanjaro,80,TRUE,FALSE,41,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,functional needs repair
20150,1778,Rukwa,70,TRUE,FALSE,23,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,non functional
20151,266,Morogoro,260,TRUE,TRUE,34,gravity,vwc,never pay,good,insufficient,river/lake,communal standpipe,non functional
20152,1519,Singida,1,FALSE,TRUE,8,mono,parastatal,never pay,good,dry,borehole,communal standpipe,functional needs repair
20153,783,Kilimanjaro,1,TRUE,TRUE,9,gravity,water authority,per bucket,good,insufficient,spring,communal standpipe,non functional
20154,1511,Manyara,1742,TRUE,TRUE,7,submersible,vwc,per bucket,good,insufficient,rainwater harvesting,communal standpipe,non functional
20155,212,Pwani,1300,TRUE,TRUE,6,submersible,vwc,per bucket,good,enough,dam,communal standpipe,non functional
20156,259,Morogoro,80,TRUE,TRUE,18,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,functional
20157,324,Morogoro,50,TRUE,TRUE,8,submersible,vwc,monthly,good,enough,borehole,communal standpipe,functional
20158,1553,Kilimanjaro,1,TRUE,TRUE,2,gravity,water board,monthly,good,enough,spring,communal standpipe,functional
20159,942,Kigoma,500,TRUE,TRUE,5,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,functional
20160,335,Morogoro,150,TRUE,TRUE,9,gravity,wua,monthly,good,enough,river/lake,communal standpipe,functional
20161,342,Morogoro,250,TRUE,TRUE,7,submersible,vwc,per bucket,salty,enough,borehole,communal standpipe,functional
20162,777,Morogoro,415,TRUE,TRUE,18,gravity,wug,monthly,good,enough,spring,communal standpipe,functional
20163,1232,Mara,250,TRUE,TRUE,35,gravity,vwc,per bucket,good,enough,river/lake,communal standpipe,non functional
20164,1107,Singida,225,TRUE,TRUE,3,afridev,parastatal,never pay,salty,enough,borehole,hand pump,functional
20165,1151,Kilimanjaro,1,TRUE,TRUE,29,gravity,company,never pay,good,insufficient,spring,communal standpipe,non functional
20166,2213,Iringa,250,TRUE,FALSE,37,gravity,vwc,on failure,good,enough,spring,communal standpipe,functional
20167,501,Morogoro,1000,TRUE,TRUE,5,swn 80,vwc,monthly,good,insufficient,shallow well,hand pump,functional
20168,111,Mtwara,1200,TRUE,TRUE,2,mono,vwc,per bucket,good,insufficient,borehole,communal standpipe,non functional
20169,39,Pwani,6922,TRUE,FALSE,3,submersible,vwc,per bucket,good,enough,borehole,communal standpipe,functional
20170,1362,Iringa,300,TRUE,TRUE,29,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,non functional
20171,1870,Manyara,720,TRUE,TRUE,25,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,functional
20172,1321,Kilimanjaro,25,TRUE,TRUE,6,gravity,water board,per bucket,good,enough,river/lake,communal standpipe,functional
20173,2214,Iringa,35,TRUE,TRUE,37,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional
20174,85,Lindi,543,FALSE,FALSE,33,submersible,vwc,never pay,good,enough,borehole,communal standpipe,non functional
20175,239,Lindi,350,TRUE,TRUE,35,mono,vwc,per bucket,salty,enough,borehole,communal standpipe,functional
20176,55,Pwani,200,TRUE,FALSE,6,nira/tanira,vwc,never pay,good,enough,shallow well,hand pump,non functional
20177,1353,Arusha,500,TRUE,TRUE,19,gravity,vwc,per bucket,good,seasonal,river/lake,communal standpipe,functional
20178,317,Mtwara,1,TRUE,TRUE,31,submersible,vwc,never pay,good,enough,river/lake,communal standpipe,functional
20179,1938,Iringa,0,TRUE,FALSE,13,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,functional
20180,1009,Kilimanjaro,130,TRUE,TRUE,6,submersible,vwc,per bucket,good,insufficient,borehole,communal standpipe,non functional
20181,939,Kigoma,100,TRUE,TRUE,29,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional
20182,1431,Iringa,53,TRUE,TRUE,29,gravity,vwc,never pay,good,enough,spring,communal standpipe,non functional
20183,473,Ruvuma,50,TRUE,TRUE,21,gravity,vwc,annually,good,enough,spring,communal standpipe,functional
20184,286,Morogoro,1,TRUE,TRUE,39,gravity,vwc,never pay,good,dry,river/lake,communal standpipe,non functional
20185,1200,Iringa,1,TRUE,TRUE,15,gravity,vwc,annually,good,enough,spring,communal standpipe,functional
20186,250,Morogoro,100,TRUE,TRUE,18,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,functional
20187,-1,Pwani,150,TRUE,TRUE,4,mono,vwc,per bucket,good,enough,river/lake,communal standpipe,functional
20188,1187,Kilimanjaro,35,TRUE,TRUE,5,gravity,water board,per bucket,good,enough,spring,communal standpipe,functional
20189,870,Rukwa,150,TRUE,TRUE,22,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,functional
20190,2034,Iringa,100,TRUE,TRUE,7,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional
20191,254,Morogoro,450,TRUE,TRUE,16,swn 80,vwc,on failure,good,insufficient,shallow well,hand pump,functional
20192,193,Mtwara,500,TRUE,TRUE,35,submersible,vwc,per bucket,good,enough,borehole,communal standpipe,non functional
20193,1496,Rukwa,200,TRUE,FALSE,28,india mark ii,vwc,never pay,good,enough,borehole,hand pump,non functional
20194,1365,Kigoma,400,TRUE,TRUE,11,gravity,water board,monthly,good,enough,river/lake,communal standpipe,functional needs repair
20195,385,Morogoro,400,TRUE,TRUE,18,swn 80,vwc,monthly,good,enough,shallow well,hand pump,functional
20196,0,Tanga,350,TRUE,TRUE,5,afridev,vwc,never pay,salty,insufficient,shallow well,hand pump,functional
20197,1638,Manyara,400,TRUE,TRUE,9,gravity,vwc,never pay,good,insufficient,river/lake,communal standpipe,non functional
20198,1704,Iringa,0,FALSE,TRUE,13,nira/tanira,vwc,never pay,good,enough,shallow well,hand pump,functional
20199,1227,Manyara,1,TRUE,TRUE,6,gravity,vwc,never pay,colored,insufficient,dam,communal standpipe,non functional
20200,205,Morogoro,500,TRUE,TRUE,3,submersible,vwc,per bucket,good,enough,borehole,communal standpipe,functional
20201,182,Lindi,222,TRUE,TRUE,3,nira/tanira,vwc,never pay,salty,enough,shallow well,hand pump,non functional
20202,1552,Arusha,150,TRUE,TRUE,11,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,non functional
20203,0,Mtwara,300,TRUE,TRUE,7,india mark ii,vwc,per bucket,good,enough,borehole,hand pump,non functional
20204,1574,Iringa,115,TRUE,FALSE,7,gravity,vwc,on failure,good,dry,river/lake,communal standpipe,non functional
20205,336,Morogoro,1,TRUE,TRUE,18,gravity,wug,never pay,good,dry,river/lake,communal standpipe,non functional
20206,368,Tanga,50,TRUE,FALSE,38,gravity,vwc,never pay,good,enough,spring,communal standpipe,non functional
20207,1110,Kigoma,290,TRUE,TRUE,37,gravity,water board,monthly,good,enough,river/lake,communal standpipe,functional needs repair
20208,1356,Kilimanjaro,1,TRUE,TRUE,12,gravity,water board,monthly,good,enough,spring,communal standpipe,non functional
20209,749,Iringa,1,TRUE,TRUE,2,gravity,vwc,never pay,good,dry,spring,communal standpipe,non functional
20210,1975,Iringa,70,TRUE,TRUE,5,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,functional
20211,848,Singida,450,TRUE,FALSE,39,mono,vwc,never pay,good,enough,borehole,communal standpipe,non functional
20212,1183,Kigoma,570,TRUE,FALSE,32,mono,water board,monthly,good,enough,borehole,communal standpipe,non functional
20213,1010,Kilimanjaro,1,TRUE,TRUE,10,gravity,company,monthly,good,insufficient,spring,communal standpipe,functional
20214,20,Mtwara,300,TRUE,TRUE,35,mono,vwc,per bucket,good,enough,borehole,communal standpipe,functional
20215,1321,Kilimanjaro,1,TRUE,TRUE,5,gravity,company,monthly,good,insufficient,spring,communal standpipe,functional
20216,1944,Iringa,0,TRUE,FALSE,13,swn 80,vwc,never pay,good,enough,shallow well,hand pump,non functional
20217,1574,Manyara,265,TRUE,TRUE,2,gravity,vwc,per bucket,good,insufficient,spring,communal standpipe,functional
20218,1061,Kilimanjaro,1,TRUE,TRUE,3,gravity,water board,monthly,good,enough,spring,communal standpipe,functional
20219,502,Kilimanjaro,240,TRUE,TRUE,0,gravity,vwc,on failure,good,enough,river/lake,communal standpipe,non functional
20220,1675,Iringa,25,TRUE,FALSE,15,gravity,vwc,never pay,good,enough,spring,communal standpipe,non functional
20221,248,Mtwara,45,TRUE,TRUE,9,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional needs repair
20222,1627,Kilimanjaro,1,TRUE,TRUE,5,gravity,water board,per bucket,good,enough,spring,communal standpipe,non functional
20223,1505,Singida,200,TRUE,TRUE,10,nira/tanira,vwc,never pay,good,insufficient,shallow well,hand pump,functional
20224,1318,Singida,265,TRUE,TRUE,7,submersible,wua,per bucket,good,enough,borehole,communal standpipe,non functional
20225,718,Kilimanjaro,200,TRUE,TRUE,4,submersible,wua,monthly,good,insufficient,borehole,communal standpipe,non functional
20226,300,Morogoro,170,TRUE,TRUE,10,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,non functional
20227,291,Morogoro,140,TRUE,TRUE,8,nira/tanira,vwc,monthly,good,insufficient,shallow well,hand pump,functional
20228,1263,Morogoro,250,TRUE,TRUE,7,gravity,vwc,per bucket,good,enough,spring,communal standpipe,functional needs repair
20229,1191,Manyara,144,TRUE,TRUE,5,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional
20230,1351,Kilimanjaro,300,TRUE,TRUE,4,gravity,water board,monthly,good,enough,spring,communal standpipe,functional
20231,1345,Morogoro,259,TRUE,TRUE,6,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional needs repair
20232,1780,Iringa,105,TRUE,FALSE,9,gravity,vwc,on failure,good,enough,river/lake,communal standpipe,functional
20233,2013,Iringa,25,TRUE,TRUE,4,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,functional
20234,277,Morogoro,1056,TRUE,TRUE,13,nira/tanira,vwc,monthly,salty,enough,shallow well,hand pump,functional
20235,1715,Iringa,0,TRUE,FALSE,18,gravity,vwc,on failure,good,enough,spring,communal standpipe,functional
20236,228,Lindi,365,TRUE,FALSE,9,gravity,parastatal,never pay,good,seasonal,rainwater harvesting,communal standpipe,functional
20237,1249,Kigoma,250,TRUE,TRUE,7,gravity,water board,monthly,good,enough,spring,communal standpipe,functional
20238,940,Ruvuma,360,TRUE,FALSE,19,swn 80,wug,on failure,good,insufficient,shallow well,hand pump,functional
20239,743,Iringa,1,TRUE,TRUE,13,gravity,vwc,never pay,good,dry,spring,communal standpipe,non functional
20240,2011,Iringa,0,FALSE,FALSE,28,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional
20241,87,Pwani,1,TRUE,TRUE,5,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional
20242,100,Pwani,1,TRUE,TRUE,3,mono,vwc,per bucket,good,enough,river/lake,communal standpipe,functional
20243,948,Ruvuma,300,TRUE,FALSE,12,swn 80,wug,annually,good,insufficient,shallow well,hand pump,functional
20244,1008,Kilimanjaro,30,TRUE,TRUE,14,gravity,water board,per bucket,good,enough,spring,communal standpipe,functional
